brand,category_code,event_type,count
festool,construction.tools.saw,view,1226
fiio,electronics.audio.headphone,cart,12
fiio,electronics.audio.headphone,purchase,3
fiio,electronics.audio.headphone,view,205
fila,apparel.shirt,cart,80
fila,apparel.shirt,purchase,16
fila,apparel.shirt,view,5221
fila,apparel.shoes.keds,cart,168
fila,apparel.shoes.keds,purchase,50
fila,apparel.shoes.keds,view,11624
fila,apparel.tshirt,cart,37
fila,apparel.tshirt,purchase,7
fila,apparel.tshirt,view,1889
firman,appliances.environment.air_heater,cart,54
firman,appliances.environment.air_heater,purchase,18
firman,appliances.environment.air_heater,view,1377
firman,construction.tools.generator,cart,12
firman,construction.tools.generator,purchase,4
firman,construction.tools.generator,view,2839
firman,construction.tools.pump,view,117
first,appliances.iron,cart,4
first,appliances.iron,purchase,1
first,appliances.iron,view,218
first,appliances.kitchen.blender,cart,7
first,appliances.kitchen.blender,purchase,2
first,appliances.kitchen.blender,view,120
first,appliances.kitchen.coffee_grinder,view,50
first,appliances.kitchen.coffee_machine,cart,4
first,appliances.kitchen.coffee_machine,purchase,1
first,appliances.kitchen.coffee_machine,view,78
first,appliances.kitchen.grill,cart,1
first,appliances.kitchen.grill,view,175
first,appliances.kitchen.kettle,cart,8
first,appliances.kitchen.kettle,purchase,3
first,appliances.kitchen.kettle,view,441
first,appliances.kitchen.meat_grinder,cart,14
first,appliances.kitchen.meat_grinder,purchase,3
first,appliances.kitchen.meat_grinder,view,355
first,appliances.kitchen.mixer,cart,9
first,appliances.kitchen.mixer,purchase,2
first,appliances.kitchen.mixer,view,543
first,appliances.personal.hair_cutter,cart,7
first,appliances.personal.hair_cutter,view,293
first,appliances.personal.scales,cart,6
first,appliances.personal.scales,purchase,2
first,appliances.personal.scales,view,158
fischer,apparel.shoes,view,7
fischer,sport.ski,cart,2
fischer,sport.ski,purchase,1
fischer,sport.ski,view,210
fisher-price,kids.dolls,view,56
fisher-price,kids.toys,cart,49
fisher-price,kids.toys,purchase,20
fisher-price,kids.toys,view,2941
fisherman,accessories.bag,cart,10
fisherman,accessories.bag,purchase,8
fisherman,accessories.bag,view,1285
fisherprice,kids.swing,purchase,1
fisherprice,kids.swing,view,564
fisherprice,kids.toys,view,298
fissman,appliances.kitchen.kettle,cart,8
fissman,appliances.kitchen.kettle,purchase,3
fissman,appliances.kitchen.kettle,view,798
fit,construction.tools.pump,view,49
fit,construction.tools.saw,view,35
fit-rx,appliances.kitchen.toster,view,10
fitbit,electronics.clocks,cart,5
fitbit,electronics.clocks,purchase,3
fitbit,electronics.clocks,view,483
fitchbaby,kids.swing,cart,2
fitchbaby,kids.swing,view,488
fitlux,sport.trainer,cart,38
fitlux,sport.trainer,purchase,13
fitlux,sport.trainer,view,2471
fitnex,sport.trainer,view,4
fitrider,kids.skates,view,158
five,apparel.glove,view,49
flama,appliances.kitchen.hob,cart,23
flama,appliances.kitchen.hob,purchase,2
flama,appliances.kitchen.hob,view,887
flambeau,accessories.bag,cart,10
flambeau,accessories.bag,purchase,4
flambeau,accessories.bag,view,2091
flashpoint,auto.accessories.parktronic,cart,5
flashpoint,auto.accessories.parktronic,purchase,2
flashpoint,auto.accessories.parktronic,view,506
flavia,appliances.kitchen.dishwasher,cart,31
flavia,appliances.kitchen.dishwasher,purchase,7
flavia,appliances.kitchen.dishwasher,view,1792
fli,electronics.audio.subwoofer,cart,21
fli,electronics.audio.subwoofer,purchase,7
fli,electronics.audio.subwoofer,view,682
flight,electronics.audio.acoustic,cart,19
flight,electronics.audio.acoustic,purchase,5
flight,electronics.audio.acoustic,view,579
florentina,construction.components.faucet,cart,3
florentina,construction.components.faucet,purchase,1
florentina,construction.components.faucet,view,298
fly,apparel.shoes,cart,372
fly,apparel.shoes,purchase,125
fly,apparel.shoes,view,18868
fly,apparel.shoes.keds,cart,23
fly,apparel.shoes.keds,purchase,5
fly,apparel.shoes.keds,view,2423
fly,electronics.audio.acoustic,view,5
fly,electronics.audio.headphone,view,9
fly,electronics.smartphone,cart,52
fly,electronics.smartphone,purchase,29
fly,electronics.smartphone,view,2196
fly,electronics.telephone,cart,177
fly,electronics.telephone,purchase,56
fly,electronics.telephone,view,4954
fly,furniture.kitchen.chair,cart,4
fly,furniture.kitchen.chair,purchase,3
fly,furniture.kitchen.chair,view,148
fly,sport.tennis,cart,9
fly,sport.tennis,purchase,3
fly,sport.tennis,view,86
focal,electronics.audio.subwoofer,cart,42
focal,electronics.audio.subwoofer,purchase,14
focal,electronics.audio.subwoofer,view,2881
force,construction.tools.drill,view,2
force,electronics.audio.microphone,view,21
forminabanyo,furniture.bathroom.bath,view,62
fornelli,appliances.kitchen.dishwasher,cart,2
fornelli,appliances.kitchen.dishwasher,purchase,2
fornelli,appliances.kitchen.dishwasher,view,380
fornelli,appliances.kitchen.hob,cart,25
fornelli,appliances.kitchen.hob,purchase,6
fornelli,appliances.kitchen.hob,view,1036
fornelli,appliances.kitchen.microwave,cart,2
fornelli,appliances.kitchen.microwave,purchase,1
fornelli,appliances.kitchen.microwave,view,104
fornelli,appliances.kitchen.oven,cart,7
fornelli,appliances.kitchen.oven,purchase,3
fornelli,appliances.kitchen.oven,view,550
fornite,kids.toys,view,9
forward,kids.skates,view,43
forward,sport.bicycle,cart,36
forward,sport.bicycle,purchase,7
forward,sport.bicycle,view,1352
forza,appliances.environment.air_heater,cart,4
forza,appliances.environment.air_heater,purchase,1
forza,appliances.environment.air_heater,view,250
forza,construction.tools.generator,cart,7
forza,construction.tools.generator,view,1103
forza,construction.tools.pump,cart,2
forza,construction.tools.pump,view,132
forza,construction.tools.welding,cart,26
forza,construction.tools.welding,purchase,5
forza,construction.tools.welding,view,1208
fossil,electronics.clocks,cart,259
fossil,electronics.clocks,purchase,97
fossil,electronics.clocks,view,21309
fostex,electronics.audio.acoustic,view,229
fostex,electronics.audio.headphone,view,48
foxconn,computers.components.motherboard,cart,1
foxconn,computers.components.motherboard,purchase,1
foxconn,computers.components.motherboard,view,30
fracescodonni,apparel.shoes,cart,2
fracescodonni,apparel.shoes,view,169
fractaldesign,computers.components.power_supply,view,30
francescodonni,apparel.shoes,view,232
franke,appliances.kitchen.dishwasher,view,54
franke,appliances.kitchen.hob,cart,28
franke,appliances.kitchen.hob,purchase,6
franke,appliances.kitchen.hob,view,707
franke,appliances.kitchen.hood,cart,4
franke,appliances.kitchen.hood,purchase,2
franke,appliances.kitchen.hood,view,344
franke,appliances.kitchen.microwave,cart,3
franke,appliances.kitchen.microwave,view,115
franke,appliances.kitchen.oven,cart,5
franke,appliances.kitchen.oven,purchase,1
franke,appliances.kitchen.oven,view,281
franke,appliances.kitchen.refrigerators,view,185
franke,construction.components.faucet,cart,3
franke,construction.components.faucet,view,280
freefeet,kids.skates,cart,1
freefeet,kids.skates,view,62
fresh,appliances.environment.water_heater,cart,7
fresh,appliances.environment.water_heater,purchase,1
fresh,appliances.environment.water_heater,view,469
frozen,computers.peripherals.mouse,view,6
frozen,kids.dolls,cart,16
frozen,kids.dolls,purchase,3
frozen,kids.dolls,view,642
frozen,kids.skates,purchase,1
frozen,kids.skates,view,113
frozen,kids.toys,cart,2
frozen,kids.toys,view,118
fsd,electronics.audio.subwoofer,cart,2
fsd,electronics.audio.subwoofer,purchase,2
fsd,electronics.audio.subwoofer,view,425
fubag,appliances.environment.vacuum,cart,4
fubag,appliances.environment.vacuum,view,370
fubag,auto.accessories.compressor,cart,21
fubag,auto.accessories.compressor,purchase,7
fubag,auto.accessories.compressor,view,1744
fubag,construction.tools.generator,cart,23
fubag,construction.tools.generator,purchase,2
fubag,construction.tools.generator,view,2154
fubag,construction.tools.painting,cart,26
fubag,construction.tools.painting,purchase,7
fubag,construction.tools.painting,view,1166
fubag,construction.tools.saw,view,128
fubag,construction.tools.welding,cart,80
fubag,construction.tools.welding,purchase,8
fubag,construction.tools.welding,view,4381
fujida,auto.accessories.radar,cart,44
fujida,auto.accessories.radar,purchase,12
fujida,auto.accessories.radar,view,1176
fujida,auto.accessories.videoregister,cart,38
fujida,auto.accessories.videoregister,purchase,8
fujida,auto.accessories.videoregister,view,1166
fujifilm,electronics.camera.photo,view,28
funville,kids.dolls,view,2
furreal,kids.toys,cart,3
furreal,kids.toys,purchase,1
furreal,kids.toys,view,160
futura,furniture.universal.light,view,3
g-cube,accessories.bag,cart,12
g-cube,accessories.bag,purchase,4
g-cube,accessories.bag,view,407
g-cube,electronics.audio.headphone,view,30
g.skill,computers.components.memory,cart,11
g.skill,computers.components.memory,purchase,6
g.skill,computers.components.memory,view,309
gabor,apparel.shoes,cart,6
gabor,apparel.shoes,purchase,4
gabor,apparel.shoes,view,535
gaint,sport.bicycle,cart,10
gaint,sport.bicycle,view,198
gainward,computers.components.videocards,cart,14
gainward,computers.components.videocards,purchase,3
gainward,computers.components.videocards,view,1651
gaissina,apparel.jumper,cart,1
gaissina,apparel.jumper,view,162
galanz,appliances.kitchen.microwave,cart,194
galanz,appliances.kitchen.microwave,purchase,86
galanz,appliances.kitchen.microwave,view,3924
galaxy,appliances.environment.air_heater,cart,4
galaxy,appliances.environment.air_heater,purchase,2
galaxy,appliances.environment.air_heater,view,603
galaxy,appliances.environment.vacuum,cart,200
galaxy,appliances.environment.vacuum,purchase,77
galaxy,appliances.environment.vacuum,view,9424
galaxy,appliances.iron,cart,65
galaxy,appliances.iron,purchase,22
galaxy,appliances.iron,view,2788
galaxy,appliances.kitchen.blender,cart,75
galaxy,appliances.kitchen.blender,purchase,20
galaxy,appliances.kitchen.blender,view,2380
galaxy,appliances.kitchen.coffee_grinder,cart,41
galaxy,appliances.kitchen.coffee_grinder,purchase,10
galaxy,appliances.kitchen.coffee_grinder,view,1642
galaxy,appliances.kitchen.coffee_machine,cart,68
galaxy,appliances.kitchen.coffee_machine,purchase,14
galaxy,appliances.kitchen.coffee_machine,view,2885
galaxy,appliances.kitchen.juicer,cart,2
galaxy,appliances.kitchen.juicer,purchase,2
galaxy,appliances.kitchen.juicer,view,529
galaxy,appliances.kitchen.kettle,cart,453
galaxy,appliances.kitchen.kettle,purchase,106
galaxy,appliances.kitchen.kettle,view,14796
galaxy,appliances.kitchen.meat_grinder,cart,11
galaxy,appliances.kitchen.meat_grinder,purchase,8
galaxy,appliances.kitchen.meat_grinder,view,731
galaxy,appliances.kitchen.mixer,cart,51
galaxy,appliances.kitchen.mixer,purchase,11
galaxy,appliances.kitchen.mixer,view,1262
galaxy,appliances.kitchen.oven,cart,8
galaxy,appliances.kitchen.oven,purchase,1
galaxy,appliances.kitchen.oven,view,744
galaxy,appliances.kitchen.toster,cart,15
galaxy,appliances.kitchen.toster,purchase,2
galaxy,appliances.kitchen.toster,view,131
galaxy,appliances.personal.hair_cutter,cart,44
galaxy,appliances.personal.hair_cutter,purchase,11
galaxy,appliances.personal.hair_cutter,view,2022
galaxy,appliances.personal.scales,cart,37
galaxy,appliances.personal.scales,purchase,13
galaxy,appliances.personal.scales,view,1356
galaxy,construction.tools.generator,cart,89
galaxy,construction.tools.generator,purchase,33
galaxy,construction.tools.generator,view,3685
gamdias,computers.components.power_supply,view,144
gamdias,computers.desktop,cart,15
gamdias,computers.desktop,purchase,1
gamdias,computers.desktop,view,419
gamdias,computers.peripherals.keyboard,cart,1
gamdias,computers.peripherals.keyboard,view,48
gamdias,computers.peripherals.mouse,cart,13
gamdias,computers.peripherals.mouse,purchase,3
gamdias,computers.peripherals.mouse,view,243
gamdias,electronics.audio.headphone,view,25
gamemax,computers.components.cooler,cart,31
gamemax,computers.components.cooler,purchase,9
gamemax,computers.components.cooler,view,745
gamemax,computers.components.power_supply,cart,37
gamemax,computers.components.power_supply,purchase,14
gamemax,computers.components.power_supply,view,1394
gamemax,computers.desktop,cart,19
gamemax,computers.desktop,purchase,11
gamemax,computers.desktop,view,715
gamemax,computers.peripherals.monitor,cart,54
gamemax,computers.peripherals.monitor,purchase,21
gamemax,computers.peripherals.monitor,view,2065
gamemax,computers.peripherals.mouse,cart,5
gamemax,computers.peripherals.mouse,purchase,2
gamemax,computers.peripherals.mouse,view,192
gamemax,electronics.audio.headphone,cart,25
gamemax,electronics.audio.headphone,purchase,1
gamemax,electronics.audio.headphone,view,428
gamerstorm,computers.components.cooler,cart,3
gamerstorm,computers.components.cooler,view,51
gamma,medicine.tools.tonometer,cart,18
gamma,medicine.tools.tonometer,purchase,5
gamma,medicine.tools.tonometer,view,830
garanterm,appliances.environment.water_heater,cart,120
garanterm,appliances.environment.water_heater,purchase,34
garanterm,appliances.environment.water_heater,view,1867
gardena,appliances.environment.vacuum,cart,1
gardena,appliances.environment.vacuum,view,126
gardena,construction.tools.pump,cart,5
gardena,construction.tools.pump,purchase,3
gardena,construction.tools.pump,view,536
gardena,country_yard.lawn_mower,cart,2
gardena,country_yard.lawn_mower,view,307
garmin,appliances.personal.scales,cart,24
garmin,appliances.personal.scales,purchase,3
garmin,appliances.personal.scales,view,895
garmin,auto.accessories.videoregister,cart,1
garmin,auto.accessories.videoregister,view,484
garmin,electronics.camera.video,view,3
garmin,electronics.clocks,cart,1098
garmin,electronics.clocks,purchase,318
garmin,electronics.clocks,view,86620
garvalin,apparel.shoes,cart,195
garvalin,apparel.shoes,purchase,59
garvalin,apparel.shoes,view,16197
garvalin,apparel.shoes.ballet_shoes,cart,4
garvalin,apparel.shoes.ballet_shoes,purchase,1
garvalin,apparel.shoes.ballet_shoes,view,193
garvalin,apparel.shoes.keds,cart,8
garvalin,apparel.shoes.keds,purchase,1
garvalin,apparel.shoes.keds,view,1100
garvalin,apparel.shoes.moccasins,cart,1
garvalin,apparel.shoes.moccasins,view,197
garvalin,apparel.shoes.sandals,cart,5
garvalin,apparel.shoes.sandals,purchase,1
garvalin,apparel.shoes.sandals,view,708
gefest,appliances.kitchen.hob,cart,857
gefest,appliances.kitchen.hob,purchase,169
gefest,appliances.kitchen.hob,view,21779
gefest,appliances.kitchen.hood,cart,253
gefest,appliances.kitchen.hood,purchase,76
gefest,appliances.kitchen.hood,view,10951
gefest,appliances.kitchen.oven,cart,297
gefest,appliances.kitchen.oven,purchase,74
gefest,appliances.kitchen.oven,view,12804
geil,computers.components.hdd,cart,121
geil,computers.components.hdd,purchase,39
geil,computers.components.hdd,view,1879
geil,computers.components.memory,cart,627
geil,computers.components.memory,purchase,186
geil,computers.components.memory,view,13769
geil,computers.components.videocards,cart,17
geil,computers.components.videocards,purchase,4
geil,computers.components.videocards,view,856
gembird,computers.components.cooler,cart,16
gembird,computers.components.cooler,purchase,1
gembird,computers.components.cooler,view,759
gembird,computers.desktop,cart,1
gembird,computers.desktop,view,107
gembird,computers.peripherals.keyboard,cart,11
gembird,computers.peripherals.keyboard,purchase,3
gembird,computers.peripherals.keyboard,view,364
gembird,computers.peripherals.mouse,cart,5
gembird,computers.peripherals.mouse,purchase,1
gembird,computers.peripherals.mouse,view,271
gembird,electronics.audio.headphone,view,44
genau,apparel.shoes,cart,34
genau,apparel.shoes,purchase,9
genau,apparel.shoes,view,1210
genau,furniture.kitchen.table,purchase,15
genau,furniture.kitchen.table,view,986
genebre,construction.components.faucet,cart,7
genebre,construction.components.faucet,purchase,2
